timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-08-19T16:22:00.947753+01:00,1.246760988,1m Hcap,Brighton 19th Aug,2025-08-19 15:15:00+00:00,0,Monks Mead,2.96,0.02,L,-0.02,219.98
2025-08-19T16:48:30.711799+01:00,1.246760981,7f Hcap,Brighton 19th Aug,2025-08-19 15:45:00+00:00,0,Tea Sea,2.64,0.02,W,0.0328,220.0328
2025-08-19T17:29:01.394504+01:00,1.246764980,1m2f Stks,Roscommon 19th Aug,2025-08-19 16:20:00+00:00,0,Dun An Oir,3.7,0.02,L,-0.02,220.0128
2025-08-19T17:39:31.496416+01:00,1.246760994,5f Mdn Stks,Chepstow 19th Aug,2025-08-19 16:30:00+00:00,0,Berlinetta,2.4,0.02,L,-0.02,220.0128
2025-08-19T17:59:01.237237+01:00,1.246764985,7f Mdn,Roscommon 19th Aug,2025-08-19 16:50:00+00:00,1,Spinning Around,4.6,0.02,L,-0.02,219.9928
2025-08-19T18:05:30.966106+01:00,1.246761012,7f Mdn Stks,Chepstow 19th Aug,2025-08-19 17:00:00+00:00,1,Jeddaal,1.71,0.02,L,-0.02,219.9928
2025-08-19T18:16:00.886243+01:00,1.246761285,7f Mdn Stks,Wolverhampton 19th Aug,2025-08-19 17:10:00+00:00,2,Hayynah,1.59,0.09,L,-0.09,219.90279999999998
2025-08-19T18:27:31.072137+01:00,1.246764990,7f Stks,Roscommon 19th Aug,2025-08-19 17:20:00+00:00,3,Giovanni Giorgio,1.98,0.16,L,-0.16,219.7428
2025-08-19T18:47:00.923241+01:00,1.246761291,7f Nursery,Wolverhampton 19th Aug,2025-08-19 17:40:00+00:00,4,Phantom Watch,2.78,0.27,L,-0.27,219.47279999999998
2025-08-19T19:00:31.685275+01:00,1.246764995,7f Mdn,Roscommon 19th Aug,2025-08-19 17:50:00+00:00,5,Proxima Centauri,3.2,0.41,W,0.902,220.37479999999996
2025-08-19T19:16:00.784002+01:00,1.246761298,7f Hcap,Wolverhampton 19th Aug,2025-08-19 18:10:00+00:00,0,Noisy Music,6.6,0.02,W,0.11199999999999999,220.48679999999996
2025-08-19T19:26:31.117113+01:00,1.246765000,7f Hcap,Roscommon 19th Aug,2025-08-19 18:20:00+00:00,0,Engines On,4.1,0.02,L,-0.02,220.46679999999995
2025-08-19T19:36:01.021185+01:00,1.246761023,7f Hcap,Chepstow 19th Aug,2025-08-19 18:30:00+00:00,1,Believe You Me,2.7,0.02,L,-0.02,220.44679999999994
2025-08-19T19:45:30.822851+01:00,1.246761420,5f Stks,Wolverhampton 19th Aug,2025-08-19 18:40:00+00:00,2,Sams Hope,2.6,0.04,L,-0.04,220.40679999999995
2025-08-19T20:00:31.595458+01:00,1.246765005,1m4f Mdn,Roscommon 19th Aug,2025-08-19 18:50:00+00:00,3,Bryant,3.5,0.06,W,0.15,220.55679999999995
2025-08-19T20:07:01.162874+01:00,1.246761018,1m Hcap,Chepstow 19th Aug,2025-08-19 19:00:00+00:00,3,Midsummer Music,4.0,0.06,W,0.18,220.58679999999995
2025-08-19T20:26:30.958368+01:00,1.246765010,1m4f Hcap,Roscommon 19th Aug,2025-08-19 19:20:00+00:00,0,Gotta Catchem All,4.5,0.02,L,-0.02,220.56679999999994
2025-08-19T20:47:31.182482+01:00,1.246761426,1m4f Hcap,Wolverhampton 19th Aug,2025-08-19 19:40:00+00:00,1,Lightning Touch,4.6,0.02,L,-0.02,220.54679999999993
